date,ret,n,equity
2025-02-13,0.01255798751923313,5,18274.267432191413
2025-02-14,-0.006727402439176519,5,18151.329080893924
2025-02-17,0.0013053250108232696,5,18175.022464722897
2025-02-18,-0.006310225459313043,5,18060.333975242418
2025-02-19,-0.009053512645008362,5,17896.82451322449
2025-02-20,0.0025777691721031427,5,17942.958395733218
2025-02-21,-0.011734298836421261,5,17732.410359908212
2025-02-24,-0.005467782453584066,5,17635.45339768255
2025-02-25,-0.0017759392004446845,5,17604.133904675993
2025-02-26,-0.0036894298428650748,5,17539.18468769029
2025-02-27,-0.007576861622046569,5,17406.29271234814
2025-02-28,-0.008589059293896204,5,17256.78903215487
2025-03-03,-0.008621356787791043,5,17108.012096897022
2025-03-04,-0.00923736689534892,4,16949.979112307916
2025-03-05,-0.004004991772577968,5,16882.094585417755
2025-03-06,-0.003921907961099777,5,16815.884564263168
2025-03-07,0.007454822123592,5,16941.243992540607
2025-03-10,0.004064302141275014,5,17010.09832677535
2025-03-11,-0.018204753230690672,5,16700.43368430662
2025-03-12,-0.004058316474066012,5,16632.658039161553
2025-03-13,-0.008735801069720392,5,16487.35844727075
2025-03-14,0.0019955244429971904,5,16520.259374052737
2025-03-17,-0.005435101280285667,5,16430.47009117817
2025-03-18,-0.011082996006477872,5,16248.371256773089
2025-03-19,0.0025867327165464277,5,16290.401450293579
2025-03-20,-0.0041345468061161645,5,16223.048023006917
2025-03-21,-0.005743156341279762,5,16129.8765218787
2025-03-24,-0.0016900403584453633,5,16102.616379579984
2025-03-25,-0.0007307828649620509,5,16090.848863448728
2025-03-26,-0.00198627259540862,1,16058.8880513144
2025-03-27,-0.004893603963260782,5,15980.302213100926
2025-03-28,-0.010560740196285242,5,15811.538393170244
2025-03-31,-0.007440784675044085,5,15693.888140605472
2025-04-01,-0.007272373676940144,5,15579.756321602888
2025-04-02,0.001997048909286129,5,15610.86985697189
2025-04-03,-0.007187966838125534,5,15498.659442125683
2025-04-04,-0.006615320291767496,2,15396.130845822998
2025-04-07,0.008745219784485494,5,15530.773393900416
2025-04-08,0.006433598906637852,5,15630.692160626653
2025-04-09,-0.01753858382345993,5,15356.551955948802
2025-04-10,-0.003435396547944927,3,15303.796110370999
2025-04-11,-0.005767129158210258,5,15215.537141591572
2025-04-14,0.0092288013209641,5,15355.958310863072
2025-04-15,0.004180587992409116,5,15420.1552457894
2025-04-16,-0.008951668770227714,5,15282.119123643603
2025-04-17,-0.004382992189356546,5,15215.137714887858
2025-04-22,0.0014571363575964923,5,15237.30824523806
2025-04-23,-0.0032155555728061135,5,15188.31183379552
2025-04-24,0.012308357581142607,5,15375.255006899777
2025-04-25,-0.003416947485373719,5,15322.718567966973
2025-04-28,-0.00895683562108692,5,15185.475496485515
2025-04-29,-0.0146903422921104,5,14962.395663573689
2025-04-30,0.004806881513053365,5,15034.318126679911
2025-05-02,0.002611774758776489,5,15073.584379278587
2025-05-05,0.0011583165305881916,5,15091.044361240321
2025-05-06,-0.004074682888754951,5,15029.553141008135
2025-05-07,-0.009069589604098257,5,14893.241262086205
2025-05-08,-0.003458535069486532,5,14841.732464882953
2025-05-09,-0.005626425925716614,5,14758.226556559986
2025-05-12,0.006133363722838584,5,14848.744127935426
2025-05-13,-0.0050122946994234,5,14774.31784644988
2025-05-14,-0.005699480282999011,5,14690.111913189277
2025-05-15,0.005810210200777913,5,14775.464551277859
2025-05-16,-0.00974154875319598,5,14631.528643000465
2025-05-19,0.006650861028936609,5,14728.840906645968
2025-05-20,0.0041301203790379635,5,14789.672792634115
2025-05-21,-0.007286317788443628,5,14681.910536679885
2025-05-22,-0.010360963339403737,5,14529.79179985694
2025-05-23,-0.014443538974360511,5,14319.930185706362
2025-05-26,-0.010146199703856915,5,14174.637314296895
2025-05-27,-0.0053589532823147355,5,14098.676095135823
2025-05-28,-0.006657300448761813,5,14004.816972440729
2025-05-30,-0.00830349304536707,5,13888.528072108427
2025-06-02,-0.007433734058493044,5,13785.28444795646
2025-06-03,-0.004485121114061128,5,13723.455777615593
2025-06-04,0.0025802029355291778,5,13758.8650784986
2025-06-05,-0.007403819679022203,5,13656.996922469403
2025-06-09,-0.010116146915339916,5,13518.840735179358
2025-06-10,-0.004407176711404989,5,13459.260815126081
2025-06-11,-0.012339008810676119,5,13293.186877343052
2025-06-12,-0.003072809728339351,5,13252.33944338572
2025-06-13,-0.004663221294303241,5,13190.54085189399
2025-06-16,0.003542168576162622,5,13237.263971202157
2025-06-17,-0.01324955604162735,5,13061.876100377898
2025-06-18,-0.00845187641811361,5,12951.478737788791
2025-06-19,-0.0061728456779804285,5,12871.531258238778
2025-06-23,-0.009477055873775994,5,12749.547037323395
2025-06-24,-0.010538381033200182,5,12615.187452643373
2025-06-25,-0.003919515819358998,4,12565.742025858559
2025-06-26,-0.0016964896425058023,5,12544.42437466129
2025-06-27,-0.00047580463912620576,5,12538.455679348655
2025-06-30,-0.00636250025809478,5,12458.679751852691
2025-07-01,-0.01296622869520457,5,12297.137660949853
2025-07-02,0.00820487071727111,5,12398.03408565043
2025-07-03,-0.008020312835606877,5,12298.597973736996
2025-07-04,-0.0014316766100653658,5,12280.9903586814
2025-07-07,-0.0017936490330445608,5,12258.96257219972
2025-07-08,-0.002635006127285186,5,12226.660130707814
2025-07-09,-0.002155667622673837,5,12200.30351533061
2025-07-10,-0.0013494684281726362,5,12183.839590922547
2025-07-11,-0.010271742772286938,5,12058.690324665786
2025-07-14,-0.0026224218157245927,5,12027.067352089316
2025-07-15,-0.006023933830559666,5,11954.617094184645
2025-07-16,-0.007293505652815555,5,11867.426026830966
2025-07-17,-0.009077743846885164,5,11759.696573237536
2025-07-18,-0.007447802960451541,5,11672.112670285365
2025-07-21,-0.009636768480308464,5,11559.63122280575
2025-07-22,-0.007727901382815658,5,11470.299532694191
2025-07-23,-0.002855784119996859,5,11437.542833437114
2025-07-24,-0.010681601686173856,5,11315.371556621787
2025-07-25,-0.006313511159045379,5,11243.931832030312
2025-07-28,-0.0017867216330112762,1,11223.842055785919
2025-07-29,-0.005921687097018377,5,11157.377975105199
2025-07-30,0.003461609743384312,5,11196.000463414444
2025-07-31,-0.005056184165858654,5,11139.391423150382
2025-08-01,-0.006809555186269986,5,11063.537122512977
2025-08-04,-0.003230775774912583,5,11027.793314792716
2025-08-05,-0.003799684067064821,5,10985.891184239616
2025-08-06,-0.011417115151022469,5,10860.463999552549
2025-08-07,-0.00047949448425597865,5,10855.256466968302
2025-08-08,-0.006039793213296627,5,10789.692962630512
2025-08-11,-0.0038561778417830787,5,10748.085987708373
2025-08-12,-0.004536481695434866,5,10699.327492364175
2025-08-13,-0.003378440380846967,5,10663.180452316064
2025-08-14,-0.003174445416931579,5,10629.330767999296
2025-08-15,-0.008063176426165839,5,10543.624598724844
2025-08-18,0.003415955189920542,5,10579.641147893431
2025-08-19,0.010850997239725348,5,10694.440804786507
