date,action,spot,cashflow,n_contracts
2018-11-30,OPEN,1514.6300048828125,56.91393910255661,1
2018-12-06,ROLL_CALL_SIDE,1436.6600341796875,332.27846261178667,1
2018-12-07,ROLL_PUT_SIDE,1454.030029296875,-860.6610013223433,1
2018-12-11,ROLL_PUT_SIDE,1465.2900390625,-50.2037265698379,1
2018-12-11,COVER_CLOSE,1465.2900390625,-1772.3398182152205,1
2018-12-11,OPEN,1465.2900390625,606.1532387092464,1
2018-12-20,COVER_CLOSE,1419.010009765625,-967.1819362684109,1
2018-12-20,OPEN,1419.010009765625,632.0379672191049,1
2019-01-07,COVER_CLOSE,1439.9300537109375,-792.9433006916619,1
2019-01-07,OPEN,1439.9300537109375,850.6729248991975,1
2019-01-09,ROLL_PUT_SIDE,1470.510009765625,393.79635685852395,1
2019-01-16,COVER_CLOSE,1468.8499755859375,-906.5533842525417,1
2019-01-16,OPEN,1468.8499755859375,409.6795730814923,1
2019-01-25,COVER_CLOSE,1501.1199951171875,-505.20768413085375,1
2019-01-25,OPEN,1501.1199951171875,262.2007837038545,1
2019-02-05,COVER_CLOSE,1542.489990234375,-291.6835730118802,1
2019-02-05,OPEN,1542.489990234375,-116.30579214354603,1
2019-02-14,COVER_CLOSE,1562.3599853515625,-190.34195493127007,1
2019-02-14,OPEN,1562.3599853515625,-81.27503613843112,1
2019-02-25,COVER_CLOSE,1586.550048828125,-186.97098007399995,1
2019-02-25,OPEN,1586.550048828125,-112.36004056176137,1
2019-03-06,COVER_CLOSE,1572.6300048828125,-167.33933513892754,1
2019-03-06,OPEN,1572.6300048828125,-97.08552475332644,1
2019-03-15,COVER_CLOSE,1595.760009765625,-171.3964110639492,1
2019-03-15,OPEN,1595.760009765625,-137.963739248051,1
2019-03-26,COVER_CLOSE,1574.1600341796875,-173.2973140694224,1
2019-03-26,OPEN,1574.1600341796875,-104.7552690310941,1
2019-04-04,COVER_CLOSE,1616.239990234375,-430.0797033560009,1
2019-04-04,OPEN,1616.239990234375,12.820540651889047,1
2019-04-15,COVER_CLOSE,1642.6300048828125,-254.90983934192525,1
2019-04-15,OPEN,1642.6300048828125,2.3889645859262316,1
2019-04-26,COVER_CLOSE,1689.0400390625,-298.4080361787607,1
2019-04-26,OPEN,1689.0400390625,-122.36093643987252,1
2019-05-07,ROLL_CALL_SIDE,1617.8499755859375,-53.722271472846984,1
2019-05-08,COVER_CLOSE,1623.3699951171875,-778.3071734114833,1
2019-05-08,OPEN,1623.3699951171875,-62.940855335794026,1
2019-05-17,COVER_CLOSE,1606.8599853515625,-250.99736829097003,1
2019-05-17,OPEN,1606.8599853515625,172.59447039657806,1
2019-05-28,COVER_CLOSE,1565.1199951171875,-539.5562987727624,1
2019-05-28,OPEN,1565.1199951171875,265.48051098988503,1
2019-05-31,ROLL_CALL_SIDE,1510.4599609375,367.9277308720766,1
2019-06-04,ROLL_PUT_SIDE,1537.31005859375,-144.44961987791783,1
2019-06-05,ROLL_PUT_SIDE,1542.0,-133.7643102418969,1
2019-06-11,COVER_CLOSE,1593.3599853515625,-3296.099100870594,1
2019-06-11,OPEN,1593.3599853515625,479.9717978854867,1
2019-06-24,COVER_CLOSE,1610.93994140625,-376.78716259366956,1
2019-06-24,OPEN,1610.93994140625,353.7492278075855,1
2019-07-03,COVER_CLOSE,1648.8399658203125,-403.2725184858471,1
2019-07-03,OPEN,1648.8399658203125,61.666980201031805,1
2019-07-12,COVER_CLOSE,1625.6199951171875,-177.22049427977743,1
2019-07-12,OPEN,1625.6199951171875,-95.67896473509506,1
2019-07-23,COVER_CLOSE,1624.77001953125,-208.93668670329552,1
2019-07-23,OPEN,1624.77001953125,117.62892171045712,1
2019-08-01,COVER_CLOSE,1612.9100341796875,-212.61213272470823,1
