date,action,spot,cashflow,n_lots
2022-07-07,COVER_CLOSE,16132.900390625,-2196.4589728303026,1
2022-07-07,OPEN,16132.900390625,476.7391784180277,1
2022-07-08,ROLL_PUT,16220.599609375,178.1737154078824,1
2022-07-12,ROLL_CALL,16058.2998046875,28.567678899150366,1
2022-07-13,ROLL_CALL,15966.650390625,57.04367195664895,1
2022-07-14,ROLL_CALL,15938.650390625,-168.2465123739051,1
2022-07-14,COVER_CLOSE,15938.650390625,-639.96123337576,1
2022-07-14,OPEN,15938.650390625,585.1693401306231,1
2022-07-15,ROLL_PUT,16049.2001953125,366.433323268109,1
2022-07-18,ROLL_PUT,16278.5,1610.0818677788811,1
2022-07-19,ROLL_PUT,16340.5498046875,992.8007382965804,1
2022-07-20,ROLL_PUT,16520.849609375,3090.1810346065886,1
2022-07-20,FLY_CLOSE,16520.849609375,-6637.069769098277,1
2022-07-21,OPEN,16605.25,660.664493857776,1
2022-07-22,ROLL_PUT,16719.44921875,818.1352852053565,1
2022-07-25,ROLL_CALL,16631.0,761.4593801604585,1
2022-07-26,ROLL_CALL,16483.849609375,2668.077159837987,1
2022-07-26,FLY_CLOSE,16483.849609375,-7330.206563971448,1
2022-07-28,OPEN,16929.599609375,427.7592821412924,1
2022-07-29,ROLL_PUT,17158.25,1485.3649265370216,1
2022-08-01,ROLL_PUT,17340.05078125,2364.5932934333746,1
2022-08-04,COVER_CLOSE,17382.0,-3728.8983282289764,1
2022-08-04,OPEN,17382.0,567.7971168209341,1
2022-08-08,ROLL_PUT,17525.099609375,330.290617517854,1
2022-08-11,ROLL_PUT,17659.0,214.70768122345146,1
2022-08-11,COVER_CLOSE,17659.0,-1270.4937097366537,1
2022-08-11,OPEN,17659.0,495.0122678366515,1
2022-08-16,ROLL_PUT,17825.25,578.6982016772995,1
2022-08-17,ROLL_PUT,17944.25,624.9854555448806,1
2022-08-18,COVER_CLOSE,17956.5,-2129.4546616167836,1
2022-08-18,OPEN,17956.5,586.9481491525647,1
2022-08-19,ROLL_CALL,17758.44921875,1820.8589343343167,1
2022-08-22,ROLL_CALL,17490.69921875,5770.803566250624,1
2022-08-22,FLY_CLOSE,17490.69921875,-9552.872256457438,1
2022-08-25,OPEN,17522.44921875,775.404005224502,1
2022-08-29,ROLL_CALL,17312.900390625,932.8263599391355,1
2022-08-30,ROLL_PUT,17759.30078125,6500.758857559686,1
2022-08-30,FLY_CLOSE,17759.30078125,-15269.39500826598,1
2022-09-01,OPEN,17542.80078125,594.0984863574733,1
2022-09-05,ROLL_PUT,17665.80078125,146.2097871740467,1
2022-09-08,ROLL_PUT,17798.75,290.7274534718968,1
2022-09-08,COVER_CLOSE,17798.75,-1430.22510649532,1
2022-09-08,OPEN,17798.75,538.5800584847084,1
2022-09-12,ROLL_PUT,17936.349609375,220.94107407066656,1
2022-09-13,ROLL_PUT,18070.05078125,513.9825889180006,1
2022-09-15,ROLL_CALL,17877.400390625,915.9139497443243,1
2022-09-15,COVER_CLOSE,17877.400390625,-3250.7095025704807,1
2022-09-15,OPEN,17877.400390625,394.409472197333,1
2022-09-16,ROLL_CALL,17530.849609375,2239.722444833341,1
2022-09-20,ROLL_PUT,17816.25,2274.5336762131597,1
2022-09-22,ROLL_CALL,17629.80078125,2603.520835082152,1
2022-09-22,COVER_CLOSE,17629.80078125,-8947.898798297234,1
2022-09-22,OPEN,17629.80078125,468.70003888662484,1
2022-09-23,ROLL_CALL,17327.349609375,1600.4038025330242,1
2022-09-26,ROLL_CALL,17016.30078125,3640.132211164851,1
2022-09-28,ROLL_CALL,16858.599609375,2922.8980639340216,1
2022-09-29,COVER_CLOSE,16818.099609375,-5860.953900199025,1
2022-09-29,OPEN,16818.099609375,524.2823003617813,1
2022-09-30,ROLL_PUT,17094.349609375,1578.1653799058706,1
2022-10-03,ROLL_CALL,16887.349609375,1696.8320216002535,1
2022-10-04,ROLL_PUT,17274.30078125,6409.821227214303,1
2022-10-04,FLY_CLOSE,17274.30078125,-15390.078368434899,1
2022-10-06,OPEN,17331.80078125,558.247465051074,1
2022-10-10,ROLL_CALL,17241.0,84.38624154054418,1
2022-10-11,ROLL_CALL,16983.55078125,929.2728333484615,1
2022-10-12,ROLL_PUT,17123.599609375,409.19197356389225,1
2022-10-13,COVER_CLOSE,17014.349609375,-2634.5751890635083,1
2022-10-13,OPEN,17014.349609375,570.7825254010487,1
2022-10-14,ROLL_PUT,17185.69921875,568.9764872345772,1
2022-10-17,ROLL_PUT,17311.80078125,487.3639639208552,1
2022-10-18,ROLL_PUT,17486.94921875,911.3830810943612,1
2022-10-20,ROLL_PUT,17563.94921875,431.24365109295934,1
2022-10-20,COVER_CLOSE,17563.94921875,-2622.4987321708695,1
2022-10-20,OPEN,17563.94921875,545.9798030466047,1
2022-10-24,ROLL_PUT,17730.75,153.49939461104861,1
2022-10-27,COVER_CLOSE,17736.94921875,-578.0707236898879,1
2022-10-27,OPEN,17736.94921875,585.0587978492939,1
2022-10-31,ROLL_PUT,18012.19921875,782.2959766108946,1
2022-11-01,ROLL_PUT,18145.400390625,751.2397325405137,1
2022-11-03,ROLL_CALL,18052.69921875,34.79671835346667,1
2022-11-03,COVER_CLOSE,18052.69921875,-1420.4745178936246,1
2022-11-03,OPEN,18052.69921875,646.2068278237693,1
2022-11-07,ROLL_PUT,18202.80078125,385.91374906584747,1
2022-11-10,ROLL_CALL,18028.19921875,356.46082568141105,1
2022-11-10,COVER_CLOSE,18028.19921875,-1802.1555127550716,1
2022-11-10,OPEN,18028.19921875,381.73401957668943,1
2022-11-11,ROLL_PUT,18349.69921875,3885.609797928091,1
2022-11-11,FLY_CLOSE,18349.69921875,-6289.812407571424,1
2022-11-17,OPEN,18343.900390625,387.86738171655554,1
2022-11-21,ROLL_CALL,18159.94921875,1122.538733250839,1
2022-11-23,ROLL_PUT,18267.25,458.7663865299055,1
2022-11-24,ROLL_PUT,18484.099609375,3258.002129924622,1
2022-11-24,FLY_CLOSE,18484.099609375,-8976.37585471549,1
2022-11-24,OPEN,18484.099609375,713.6720930757463,1
2022-11-28,ROLL_PUT,18562.75,-62.63679882147292,1
2022-11-29,ROLL_PUT,18618.05078125,193.10131634351887,1
2022-11-30,ROLL_PUT,18758.349609375,686.7038166226558,1
2022-12-01,ROLL_PUT,18812.5,376.425762992156,1
2022-12-01,COVER_CLOSE,18812.5,-2459.914483965784,1
2022-12-01,OPEN,18812.5,338.63662989774434,1
2022-12-02,ROLL_CALL,18696.099609375,619.034319998693,1
2022-12-06,ROLL_CALL,18642.75,458.7389540752047,1
2022-12-07,ROLL_CALL,18560.5,1072.1950228451935,1
2022-12-08,COVER_CLOSE,18609.349609375,-2838.9258283858962,1
2022-12-08,OPEN,18609.349609375,572.8209284972941,1
2022-12-09,ROLL_CALL,18496.599609375,138.30138028787252,1
2022-12-13,ROLL_PUT,18608.0,40.55395038100781,1
2022-12-14,ROLL_PUT,18660.30078125,105.73493820207352,1
2022-12-15,ROLL_CALL,18414.900390625,2742.9752967188797,1
2022-12-15,FLY_CLOSE,18414.900390625,-6584.27637690357,1
2022-12-15,OPEN,18414.900390625,435.0391132612334,1
2022-12-16,ROLL_CALL,18269.0,972.2060946574768,1
2022-12-19,ROLL_PUT,18420.44921875,771.4050971643413,1
2022-12-21,ROLL_CALL,18199.099609375,2973.842960059419,1
2022-12-21,FLY_CLOSE,18199.099609375,-7568.985427414525,1
2022-12-22,OPEN,18127.349609375,407.97440546477264,1
2022-12-23,ROLL_CALL,17806.80078125,3881.288181168606,1
2022-12-23,FLY_CLOSE,17806.80078125,-6403.647215940457,1
2022-12-29,OPEN,18191.0,574.6295353733846,1
2022-12-30,ROLL_CALL,18105.30078125,329.6588092949884,1
2023-01-02,ROLL_PUT,18197.44921875,179.2345889336027,1
2023-01-04,ROLL_CALL,18042.94921875,738.42336679879,1
2023-01-05,ROLL_CALL,17992.150390625,326.8425812504696,1
2023-01-05,COVER_CLOSE,17992.150390625,-3043.463890844468,1
2023-01-05,OPEN,17992.150390625,576.7158309225943,1
2023-01-06,ROLL_CALL,17859.44921875,648.8067753374942,1
2023-01-09,ROLL_PUT,18101.19921875,1377.5306881178278,1
2023-01-10,ROLL_CALL,17914.150390625,1825.894464206393,1
2023-01-12,ROLL_CALL,17858.19921875,1327.5597375151156,1
2023-01-12,COVER_CLOSE,17858.19921875,-6859.582726882424,1
2023-01-12,OPEN,17858.19921875,489.7828398827887,1
2023-01-13,ROLL_PUT,17956.599609375,326.72551580965296,1
2023-01-17,ROLL_PUT,18053.30078125,223.73868549383894,1
2023-01-18,ROLL_PUT,18165.349609375,442.9451981469623,1
2023-01-19,COVER_CLOSE,18107.849609375,-1828.6588344638524,1
2023-01-19,OPEN,18107.849609375,483.8496186417832,1
2023-01-20,ROLL_CALL,18027.650390625,97.86408049102153,1
2023-01-23,ROLL_PUT,18118.55078125,-48.11680080008844,1
2023-01-25,ROLL_CALL,17891.94921875,539.7090311357579,1
2023-01-27,ROLL_CALL,17604.349609375,3305.2811002607823,1
2023-01-27,FLY_CLOSE,17604.349609375,-7479.921369616318,1
2023-02-02,OPEN,17610.400390625,468.3976578430651,1
2023-02-03,ROLL_PUT,17854.05078125,2186.901222055158,1
2023-02-07,ROLL_CALL,17721.5,1145.0445827064718,1
2023-02-08,ROLL_PUT,17871.69921875,1715.067236655483,1
2023-02-08,FLY_CLOSE,17871.69921875,-6515.699848471015,1
2023-02-09,OPEN,17893.44921875,599.5518462731749,1
