strategy,ticker,entry_date,entry_px,exit_date,exit_px,hold_days,ret,entry_val,reason
A,TELIA.ST,2026-05-27,48.86,2026-06-17,48.17,21,-0.014164209955609741,0.26172944647606877,rotate
A,SINCH.ST,2026-05-27,37.33,2026-07-09,38.59,43,0.03375296704338804,0.28546130361484023,6wk-exit
A,EVO.ST,2026-05-27,688.0,2026-07-09,682.0,43,-0.008720930232558155,0.28546130361484023,6wk-exit
A,EPI-A.ST,2026-06-17,274.1,2026-07-09,255.6,22,-0.06749361396589448,0.26974091412305495,rotate
A,GETI-B.ST,2010-04-13,85.74,2010-05-04,80.46,21,-0.061575302466904125,0.16666666666666666,rotate
A,HM-B.ST,2010-04-13,125.89,2010-05-04,124.6,21,-0.01025272127694199,0.16666666666666666,rotate
A,BALD-B.ST,2010-04-13,2.96,2010-05-26,2.64,43,-0.10798146508246032,0.16666666666666666,6wk-exit
A,KINV-B.ST,2010-04-13,42.1,2010-05-26,39.05,43,-0.07239084623027969,0.16666666666666666,6wk-exit
A,VOLV-B.ST,2010-04-13,38.89,2010-05-26,37.49,43,-0.03598035977907643,0.16666666666666666,6wk-exit
A,TEL2-B.ST,2010-04-13,31.18,2010-05-26,28.76,43,-0.07761393257984273,0.16447149604204084,6wk-exit
A,SAND.ST,2010-05-04,62.75,2010-06-16,64.41,43,0.02644128695183401,0.16254822999596222,6wk-exit
A,SKF-B.ST,2010-05-04,84.99,2010-06-16,89.61,43,0.05434021930451349,0.157402877219562,6wk-exit
A,HEXA-B.ST,2010-05-26,11.63,2010-06-16,12.7,21,0.09230798251750838,0.15116125125245541,rotate
A,ATCO-B.ST,2010-05-26,11.36,2010-06-16,12.83,21,0.12906467613760242,0.15116125125245541,rotate
A,ASSA-B.ST,2010-05-26,40.32,2010-07-08,40.73,43,0.010171544162379975,0.15116125125245541,6wk-exit
A,ELUX-B.ST,2010-05-26,100.59,2010-07-08,99.06,43,-0.015169070166041632,0.15116125125245541,6wk-exit
A,HPOL-B.ST,2010-06-16,5.22,2010-07-08,4.99,22,-0.04450264267647952,0.16690422208342826,rotate
A,ADDT-B.ST,2010-06-16,6.63,2010-07-08,7.26,22,0.09523828013157098,0.16690422208342826,rotate
A,VOLV-B.ST,2010-06-16,43.07,2010-07-29,43.23,43,0.00392157314324737,0.16690422208342826,6wk-exit
A,SCA-B.ST,2010-06-16,6.05,2010-07-29,6.58,43,0.08715834630625663,0.16690422208342826,6wk-exit
A,ERIC-B.ST,2010-07-08,51.46,2010-07-29,49.34,21,-0.041262513571634685,0.16200199719427755,rotate
A,SKF-B.ST,2010-07-08,84.27,2010-07-29,82.41,21,-0.02206415836306308,0.16200199719427755,rotate
A,ATCO-B.ST,2010-07-08,12.05,2010-07-29,12.37,21,0.026845713569978447,0.16200199719427755,rotate
A,ATCO-A.ST,2010-07-08,14.69,2010-07-29,14.95,21,0.018181899640064447,0.1613460045938553,rotate
A,AZN.ST,2010-07-29,338.94,2010-08-19,341.54,21,0.007674727270222448,0.16520003396001026,rotate
A,FABG.ST,2010-07-29,15.63,2010-08-19,15.83,21,0.01282054176010261,0.16520003396001026,rotate
A,CAST.ST,2010-07-29,33.52,2010-08-19,33.25,21,-0.007999749616600438,0.16520003396001026,rotate
A,TEL2-B.ST,2010-07-29,33.18,2010-08-19,34.35,21,0.035293906645618156,0.16520003396001026,rotate
A,TELIA.ST,2010-07-29,20.36,2010-08-19,20.96,21,0.029552199292584902,0.16302418038959313,rotate
A,ADDT-B.ST,2010-07-29,7.68,2010-09-09,7.83,42,0.018417911755510996,0.16520003396001026,6wk-exit
A,SCA-B.ST,2010-08-19,6.47,2010-09-09,6.45,21,-0.0028927174431347957,0.16561219920281936,rotate
A,NDA-SE.ST,2010-08-19,63.44,2010-09-09,62.71,21,-0.011494177540066874,0.16561219920281936,rotate
A,HEXA-B.ST,2010-08-19,15.58,2010-09-30,17.25,42,0.1071975545523618,0.16561219920281936,6wk-exit
A,SEB-A.ST,2010-08-19,20.47,2010-09-30,21.6,42,0.05509838081335339,0.16561219920281936,6wk-exit
A,SWED-A.ST,2010-08-19,29.69,2010-09-30,34.13,42,0.14944663765495458,0.16561219920281936,6wk-exit
A,FABG.ST,2010-09-09,17.2,2010-10-21,21.35,42,0.24103983838749343,0.16878106953668506,6wk-exit
A,BALD-B.ST,2010-09-09,3.14,2010-10-21,4.02,42,0.2791520715300324,0.16878106953668506,6wk-exit
A,WALL-B.ST,2010-09-09,10.17,2010-10-21,11.35,42,0.11575527586662981,0.1621430931937659,6wk-exit
A,TREL-B.ST,2010-09-30,42.76,2010-10-21,45.75,21,0.07004837878649317,0.18944910274225105,rotate
A,TEL2-B.ST,2010-09-30,36.82,2010-10-21,38.57,21,0.0473500195274259,0.18944910274225105,rotate
A,HM-B.ST,2010-09-30,129.43,2010-10-21,127.68,21,-0.013518915977913548,0.16715881684237005,rotate
A,SWED-A.ST,2010-10-21,35.99,2010-11-11,33.92,21,-0.05733136892691071,0.19495530852722268,rotate
A,CAST.ST,2010-10-21,39.19,2010-11-11,38.23,21,-0.02451554492977137,0.19495530852722268,rotate
A,NIBE-B.ST,2010-10-21,4.09,2010-11-11,4.31,21,0.05230740470393336,0.19495530852722268,rotate
A,SAAB-B.ST,2010-10-21,18.51,2010-11-11,18.71,21,0.01059742579627776,0.19495530852722268,rotate
A,HEXA-B.ST,2010-10-21,17.35,2010-11-11,17.63,21,0.015807429671111928,0.19238754752885961,rotate
A,BOL.ST,2010-10-21,66.25,2010-12-02,73.79,42,0.11391310406540489,0.19495530852722268,6wk-exit
A,FABG.ST,2010-11-11,21.72,2010-12-02,21.07,21,-0.029808385328344844,0.19708570538947062,rotate
A,BALD-B.ST,2010-11-11,3.8,2010-12-02,3.96,21,0.04093552941944134,0.1970857053894706,rotate
A,HPOL-B.ST,2010-11-11,7.25,2010-12-23,8.09,42,0.11487775433814051,0.1970857053894706,6wk-exit
A,SKF-B.ST,2010-11-11,107.42,2010-12-23,116.18,42,0.08151879944887153,0.1970857053894706,6wk-exit
A,TREL-B.ST,2010-11-11,44.41,2010-12-23,49.4,42,0.11240308679166322,0.17894878590167607,6wk-exit
A,ATCO-A.ST,2010-12-02,20.74,2011-01-18,20.58,47,-0.007970403814420046,0.20455229957116194,6wk-exit
A,ATCO-B.ST,2010-12-02,16.92,2011-01-18,17.05,47,0.007508752507661809,0.20455229957116194,6wk-exit
A,SAND.ST,2010-12-02,78.87,2011-01-18,81.37,47,0.0317462528542829,0.20172948965268694,6wk-exit
A,SAAB-B.ST,2010-12-23,22.1,2011-01-18,23.18,26,0.049233355251157684,0.2116112400351342,rotate
A,BOL.ST,2010-12-23,77.08,2011-02-08,79.44,47,0.03064264709899933,0.2116112400351342,6wk-exit
A,NIBE-B.ST,2010-12-23,5.24,2011-02-08,4.93,47,-0.05769254583054406,0.2059446268262676,6wk-exit
A,ADDT-B.ST,2011-01-18,10.78,2011-02-08,10.07,21,-0.06598989576161762,0.2124969764938378,rotate
A,SKF-B.ST,2011-01-18,114.56,2011-02-08,100.05,21,-0.1267017396482104,0.19799819673281038,rotate
A,VOLV-B.ST,2011-01-18,56.5,2011-03-01,52.11,42,-0.07771143276335912,0.2124969764938378,6wk-exit
A,HPOL-B.ST,2011-01-18,9.45,2011-03-01,8.28,42,-0.12407094448903722,0.2124969764938378,6wk-exit
A,SAAB-B.ST,2011-02-08,22.11,2011-03-01,23.36,21,0.05645185080017945,0.19751816485995874,rotate
A,TREL-B.ST,2011-02-08,48.2,2011-03-01,43.27,21,-0.10214300012101984,0.19751816485995877,rotate
A,HOLM-B.ST,2011-02-08,68.49,2011-03-01,66.64,21,-0.027050501272075533,0.18755000706672437,rotate
A,BALD-B.ST,2011-02-08,4.86,2011-03-22,5.19,42,0.06864982715524182,0.19751816485995877,6wk-exit
A,BOL.ST,2011-03-01,77.65,2011-03-22,73.74,21,-0.050445183740042476,0.1927377572462253,rotate
A,SEB-A.ST,2011-03-01,24.46,2011-03-22,24.09,21,-0.015017624094959103,0.1927377572462253,rotate
A,ABB.ST,2011-03-01,138.83,2011-03-22,134.11,21,-0.033964538261104016,0.17547948613109202,rotate
A,SWED-A.ST,2011-03-01,40.02,2011-04-12,43.25,42,0.08066423324547967,0.1927377572462253,6wk-exit
A,ADDT-B.ST,2011-03-01,9.6,2011-04-12,10.29,42,0.07122505198841855,0.1927377572462253,6wk-exit
A,HPOL-B.ST,2011-03-22,9.1,2011-04-12,8.67,21,-0.04651179856733556,0.19095842710359212,rotate
A,GETI-B.ST,2011-03-22,74.89,2011-04-12,81.07,21,0.08248829772419275,0.19095842710359212,rotate
A,LATO-B.ST,2011-03-22,23.1,2011-05-05,25.37,44,0.09817372975540195,0.19095842710359212,6wk-exit
A,SAAB-B.ST,2011-03-22,23.81,2011-05-05,26.43,44,0.10996878480583883,0.1772723107204901,6wk-exit
A,ERIC-B.ST,2011-04-12,49.99,2011-05-05,59.05,23,0.1811486472463304,0.19736609363162308,rotate
A,CAST.ST,2011-04-12,42.53,2011-05-26,44.22,44,0.03989066969743993,0.19736609363162302,6wk-exit
A,WALL-B.ST,2011-04-12,12.79,2011-05-26,13.09,44,0.023155751822305337,0.19736609363162305,6wk-exit
A,HEXA-B.ST,2011-04-12,19.77,2011-05-26,21.22,44,0.07326924028736803,0.19736609363162305,6wk-exit
A,SWED-A.ST,2011-05-05,42.43,2011-05-26,42.06,21,-0.008771933767598328,0.20831239937570079,rotate
A,SKF-B.ST,2011-05-05,113.84,2011-05-26,110.82,21,-0.02650078290410607,0.20831239937570079,rotate
A,BALD-B.ST,2011-05-05,5.34,2011-05-26,5.22,21,-0.023908489128988797,0.20831239937570079,rotate
A,LATO-B.ST,2011-05-26,24.37,2011-06-20,21.84,25,-0.10370380516991506,0.20855697419214478,rotate
A,HPOL-B.ST,2011-05-26,10.76,2011-07-12,11.13,47,0.03428569149091776,0.20855697419214478,6wk-exit
A,ERIC-B.ST,2011-05-26,58.92,2011-07-12,57.54,47,-0.023445974020895655,0.20855697419214478,6wk-exit
A,TREL-B.ST,2011-05-26,50.03,2011-07-12,49.0,47,-0.020494605827859225,0.2085569741921448,6wk-exit
A,HM-B.ST,2011-05-26,128.43,2011-07-12,122.11,47,-0.04915895123610259,0.20855697419214478,6wk-exit
A,GETI-B.ST,2011-05-26,88.78,2011-07-12,89.92,47,0.012903311744310697,0.20581006533230004,6wk-exit
A,HEXA-B.ST,2011-06-20,20.2,2011-07-12,21.0,22,0.039402246005440844,0.18610814105415435,rotate
A,ABB.ST,2011-07-12,151.47,2011-08-02,135.54,21,-0.10516838516359006,0.20352937760166798,rotate
A,SCA-B.ST,2011-07-12,6.85,2011-08-02,7.03,21,0.026448987444828154,0.20352937760166798,rotate
A,SAAB-B.ST,2011-07-12,25.35,2011-08-02,24.32,21,-0.0404041969891793,0.20352937760166798,rotate
A,AZN.ST,2011-07-12,297.21,2011-08-23,272.21,42,-0.08408698198677378,0.20352937760166798,6wk-exit
A,NIBE-B.ST,2011-07-12,5.74,2011-08-23,4.9,42,-0.14508938627822754,0.20352937760166798,6wk-exit
A,HPOL-B.ST,2011-08-02,9.56,2011-08-23,8.65,21,-0.09485550948285737,0.19522442678555854,rotate
A,GETI-B.ST,2011-08-02,84.61,2011-08-23,80.19,21,-0.05230772643305237,0.19522442678555854,rotate
A,ALFA.ST,2011-08-02,92.12,2011-08-23,84.75,21,-0.08000012257445444,0.19522442678555854,rotate
A,TEL2-B.ST,2011-08-02,41.67,2011-08-23,40.76,21,-0.022002947945564566,0.19522442678555857,rotate
A,TEL2-B.ST,2011-09-13,43.03,2011-10-25,42.68,42,-0.00808235502595911,0.1823321695222362,6wk-exit
A,AZN.ST,2011-10-25,289.46,2011-11-15,284.97,21,-0.015531249687010251,0.18195338739035102,rotate
A,SKA-B.ST,2011-11-15,54.49,2011-12-06,56.19,21,0.03125011813935874,0.18134999717771863,rotate
A,BOL.ST,2011-11-15,55.89,2011-12-06,61.28,21,0.09656640261414995,0.18134999717771863,rotate
A,SECU-B.ST,2011-11-15,30.99,2011-12-06,30.31,21,-0.02191567550105522,0.18134999717771863,rotate
A,SAND.ST,2011-11-15,54.29,2011-12-06,55.12,21,0.015384727812688626,0.17896143205823586,rotate
A,ASSA-B.ST,2011-11-15,41.23,2011-12-28,44.06,43,0.06865868352343707,0.18134999717771863,6wk-exit
A,SCA-B.ST,2011-11-15,7.66,2011-12-28,7.87,43,0.027680069921363293,0.18134999717771863,6wk-exit
A,HM-B.ST,2011-12-06,116.85,2011-12-28,120.73,22,0.03317529665746388,0.1857675768201702,rotate
A,SHB-A.ST,2011-12-06,22.06,2011-12-28,22.07,22,0.0005530526830879179,0.1857675768201702,rotate
A,GETI-B.ST,2011-12-06,90.39,2011-12-28,88.26,22,-0.023617462220686503,0.1843964123336689,rotate
A,HPOL-B.ST,2011-12-06,10.7,2012-01-19,13.43,44,0.2557471218252705,0.18576757682017017,6wk-exit
A,SECU-B.ST,2011-12-28,29.85,2012-01-19,32.49,22,0.08845792081137271,0.19140133266608741,rotate
A,ALFA.ST,2011-12-28,93.52,2012-01-19,103.32,22,0.1048068735212504,0.16828972248558058,rotate
A,BOL.ST,2011-12-28,59.87,2012-02-09,73.75,43,0.23184761424185263,0.19140133266608741,6wk-exit
A,TREL-B.ST,2011-12-28,40.91,2012-02-09,47.13,43,0.15211746356657097,0.19140133266608741,6wk-exit
A,SSAB-A.ST,2011-12-28,26.45,2012-02-09,33.56,43,0.26874480837121295,0.19140133266608741,6wk-exit
A,HEXA-B.ST,2012-01-19,16.35,2012-03-01,18.13,42,0.10915203250467198,0.21689977167346597,6wk-exit
A,ATCO-B.ST,2012-01-19,17.28,2012-03-01,18.31,42,0.059598310387729336,0.21689977167346597,6wk-exit
A,ATCO-A.ST,2012-01-19,20.59,2012-03-01,21.87,42,0.062383894905550186,0.1909823935664993,6wk-exit
A,INDU-C.ST,2012-02-09,65.85,2012-03-01,65.46,21,-0.005964222082521231,0.22615605777917136,rotate
A,SAAB-B.ST,2012-02-09,27.3,2012-03-01,24.6,21,-0.09912920830259542,0.2261560577791714,rotate
A,HPOL-B.ST,2012-02-09,14.14,2012-03-22,13.34,42,-0.05652160364717651,0.22615605777917136,6wk-exit
A,SEB-A.ST,2012-03-01,22.09,2012-03-22,21.36,21,-0.03315892339487314,0.2253431638687486,rotate
A,ADDT-B.ST,2012-03-01,10.78,2012-03-22,10.35,21,-0.040106757441749186,0.22534316386874864,rotate
A,SWED-A.ST,2012-03-01,42.47,2012-04-16,39.3,46,-0.07464910410188597,0.22534316386874864,6wk-exit
A,VOLV-B.ST,2012-03-01,47.93,2012-04-16,44.91,46,-0.0631436004002498,0.22534316386874864,6wk-exit
A,ELUX-B.ST,2012-03-01,87.43,2012-04-16,86.75,46,-0.007680358841444801,0.21322848405752295,6wk-exit
A,HEXA-B.ST,2012-03-22,16.88,2012-04-16,18.01,25,0.06666675705736691,0.214936221965343,rotate
A,BALD-B.ST,2012-03-22,5.28,2012-05-08,5.45,47,0.03154580453056122,0.214936221965343,6wk-exit
A,LATO-B.ST,2012-03-22,24.78,2012-05-08,22.73,47,-0.08302970253442887,0.21483435377141902,6wk-exit
A,SEB-A.ST,2012-04-16,20.47,2012-05-08,20.23,22,-0.011928952074398702,0.21401542031180512,rotate
A,SHB-A.ST,2012-04-16,26.45,2012-05-08,28.04,22,0.05990354961110733,0.21401542031180512,rotate
A,SCA-B.ST,2012-04-16,10.46,2012-05-30,9.72,44,-0.07072517144767898,0.21401542031180512,6wk-exit
A,ASSA-B.ST,2012-04-16,53.21,2012-05-30,50.39,44,-0.052831278749747135,0.21401542031180512,6wk-exit
A,ADDT-B.ST,2012-05-08,10.41,2012-05-30,10.15,22,-0.024930878414195723,0.21010064402562356,rotate
A,HUSQ-B.ST,2012-05-08,23.59,2012-05-30,22.42,22,-0.04945223781219221,0.21010064402562356,rotate
A,TREL-B.ST,2012-05-08,52.45,2012-06-21,47.11,44,-0.10174228192019763,0.2101006440256236,6wk-exit
A,HPOL-B.ST,2012-05-08,15.68,2012-06-21,14.87,44,-0.0520000744392517,0.21010064402562356,6wk-exit
A,CAST.ST,2012-05-30,39.72,2012-06-21,38.33,22,-0.034819867230856394,0.20722400059475107,rotate
A,FABG.ST,2012-05-30,18.13,2012-06-21,17.37,22,-0.04209560130951939,0.20722400059475107,rotate
A,WALL-B.ST,2012-05-30,13.22,2012-06-21,13.23,22,0.0007700559103720472,0.20722400059475107,rotate
A,SHB-A.ST,2012-05-30,26.2,2012-06-21,27.97,22,0.06780511036419945,0.19444843814493074,rotate
A,SCA-B.ST,2012-06-21,9.68,2012-07-13,10.21,22,0.05512559308942455,0.19979711065170866,rotate
A,SWED-A.ST,2012-06-21,42.43,2012-08-03,46.85,43,0.1041476223062654,0.19979711065170866,6wk-exit
A,SHB-A.ST,2012-07-13,29.9,2012-08-03,30.98,21,0.035897381270415085,0.20285142456585237,rotate
A,WALL-B.ST,2012-07-13,13.94,2012-08-03,15.24,21,0.09349892885435862,0.20285142456585237,rotate
A,HPOL-B.ST,2012-07-13,14.46,2012-08-03,15.18,21,0.04989160237136425,0.20285142456585237,rotate
A,HOLM-B.ST,2012-07-13,60.44,2012-08-03,57.57,21,-0.047441391085106366,0.19503672430212818,rotate
A,HM-B.ST,2012-07-13,142.32,2012-08-24,140.71,42,-0.011345255638400498,0.20285142456585237,6wk-exit
A,KINV-B.ST,2012-08-03,52.12,2012-08-24,50.15,21,-0.037749278000574815,0.20986103163286654,rotate
A,AZN.ST,2012-08-03,299.16,2012-08-24,286.78,21,-0.04137688602453893,0.20986103163286654,rotate
A,SAAB-B.ST,2012-08-03,21.66,2012-08-24,20.8,21,-0.03950843706397289,0.20986103163286654,rotate
A,SCA-B.ST,2012-08-03,10.93,2012-08-24,10.98,21,0.005141311429846418,0.2072527504575446,rotate
A,SEB-A.ST,2012-08-03,23.03,2012-09-14,25.23,42,0.0956575089106868,0.20986103163286654,6wk-exit
A,NDA-SE.ST,2012-08-24,57.58,2012-09-14,60.52,21,0.05107747432322962,0.20376195591233673,rotate
A,SHB-A.ST,2012-08-24,29.92,2012-09-14,30.89,21,0.0324647643424123,0.20376195591233673,rotate
A,SWED-A.ST,2012-08-24,46.06,2012-09-14,47.82,21,0.03820020254433376,0.20376195591233673,rotate
A,BOL.ST,2012-08-24,64.64,2012-09-14,72.3,21,0.1184972165978464,0.19405696542366443,rotate
A,WALL-B.ST,2012-08-24,14.64,2012-10-05,14.81,42,0.011821967761432628,0.20376195591233673,6wk-exit
A,FABG.ST,2012-09-14,20.96,2012-10-05,21.88,21,0.04368961944193117,0.21495039230247617,rotate
A,CAST.ST,2012-09-14,44.3,2012-10-05,43.38,21,-0.02081058618245346,0.21495039230247617,rotate
A,SCA-B.ST,2012-09-14,11.38,2012-10-05,11.43,21,0.004111808829791563,0.21495039230247615,rotate
A,ELUX-B.ST,2012-09-14,109.17,2012-10-26,106.69,42,-0.022753126488084252,0.21495039230247617,6wk-exit
A,BALD-B.ST,2012-09-14,5.85,2012-10-26,6.03,42,0.03133896120738111,0.21495039230247617,6wk-exit
A,TREL-B.ST,2012-10-05,54.75,2012-10-26,52.3,21,-0.04472622234230694,0.21506543464178626,rotate
A,HEXA-B.ST,2012-10-05,20.02,2012-11-16,20.97,42,0.04735741703650409,0.21506543464178626,6wk-exit
A,SEB-A.ST,2012-10-05,26.43,2012-11-16,23.71,42,-0.1028768419606163,0.2150654346417863,6wk-exit
A,VOLV-B.ST,2012-10-05,48.93,2012-11-16,45.26,42,-0.07499989865384238,0.21143892257433244,6wk-exit
A,NIBE-B.ST,2012-10-26,5.31,2012-11-16,4.6,21,-0.13513508420334075,0.21005905786362652,rotate
A,FABG.ST,2012-10-26,22.05,2012-11-16,21.32,21,-0.03307700014379156,0.21005905786362652,rotate
A,SAAB-B.ST,2012-10-26,23.92,2012-12-07,24.89,42,0.04054058148485451,0.21005905786362652,6wk-exit
A,ELUX-B.ST,2012-11-16,101.97,2012-12-07,107.87,21,0.0578563719912395,0.20088357196235795,rotate
A,HOLM-B.ST,2012-11-16,58.66,2012-12-07,62.37,21,0.06315185204500517,0.20088357196235795,rotate
A,BOL.ST,2012-11-16,68.44,2012-12-07,75.29,21,0.10009097649404164,0.19485495897744784,rotate
A,HUSQ-B.ST,2012-11-16,24.95,2013-01-04,27.22,49,0.09112663222979522,0.20088357196235795,6wk-exit
A,HPOL-B.ST,2012-11-16,18.44,2013-01-04,21.92,49,0.18877552814588827,0.20088357196235795,6wk-exit
A,ASSA-B.ST,2012-12-07,63.65,2013-01-04,65.03,28,0.021576664167426873,0.21643676040801016,rotate
A,HEXA-B.ST,2012-12-07,23.71,2013-01-25,24.57,49,0.036521728776047535,0.21643676040801016,6wk-exit
A,SCA-B.ST,2012-12-07,12.82,2013-01-25,14.09,49,0.09934272209638384,0.2164367604080102,6wk-exit
A,ATCO-A.ST,2012-12-07,23.29,2013-01-25,24.86,49,0.06769085750850312,0.2059272412423283,6wk-exit
A,SSAB-A.ST,2013-01-04,26.84,2013-01-25,24.38,21,-0.09160962280597595,0.220860115339923,rotate
A,SKF-B.ST,2013-01-04,107.33,2013-01-25,103.89,21,-0.0320474462739927,0.220860115339923,rotate
A,INVE-B.ST,2013-01-04,30.58,2013-02-15,33.04,42,0.08062696442577977,0.220860115339923,6wk-exit
A,HUSQ-B.ST,2013-01-25,26.62,2013-02-15,25.3,21,-0.04953935448659119,0.22241097857096262,rotate
A,SECU-B.ST,2013-01-25,31.75,2013-02-15,30.61,21,-0.035952889764358065,0.22241097857096262,rotate
A,ATCO-B.ST,2013-01-25,21.08,2013-02-15,20.9,21,-0.008338393514039866,0.22241097857096262,rotate
A,LATO-B.ST,2013-01-25,26.14,2013-02-15,26.85,21,0.027536083596767513,0.215637163547343,rotate
A,INDU-C.ST,2013-01-25,75.93,2013-03-08,80.05,42,0.054151416345718406,0.22241097857096262,6wk-exit
A,KINV-B.ST,2013-02-15,55.31,2013-03-08,56.83,21,0.02751667858794904,0.2235059126545727,rotate
A,HPOL-B.ST,2013-02-15,23.27,2013-03-08,23.15,21,-0.00539093786729572,0.22350591265457267,rotate
A,ERIC-B.ST,2013-02-15,52.8,2013-04-02,53.6,46,0.015180208348009261,0.22350591265457267,6wk-exit
A,SWED-A.ST,2013-02-15,59.4,2013-04-02,62.15,46,0.04639358258575199,0.22350591265457267,6wk-exit
A,SEB-A.ST,2013-02-15,30.11,2013-04-02,32.16,46,0.06777414184544317,0.20772430420522667,6wk-exit
A,INVE-B.ST,2013-03-08,33.73,2013-04-02,34.3,25,0.016824345787422423,0.2276136449080071,rotate
A,BALD-B.ST,2013-03-08,7.83,2013-04-23,7.6,46,-0.029787206844054115,0.2276136449080071,6wk-exit
A,NDA-SE.ST,2013-03-08,69.8,2013-04-23,68.68,46,-0.016111121433731834,0.2276136449080071,6wk-exit
A,NIBE-B.ST,2013-04-02,5.92,2013-04-23,5.41,21,-0.0856135125880465,0.22769808231605335,rotate
A,LATO-B.ST,2013-04-02,27.71,2013-04-23,27.2,21,-0.018455201172700275,0.22769808231605337,rotate
A,LUND-B.ST,2013-04-02,112.75,2013-04-23,108.4,21,-0.03861648105210369,0.227469952706818,rotate
A,SHB-A.ST,2013-04-02,37.54,2013-05-17,40.13,45,0.06905110496381361,0.22769808231605335,6wk-exit
A,ERIC-B.ST,2013-04-23,53.24,2013-05-17,55.32,24,0.03898626595100474,0.21889322175075446,rotate
A,SWED-A.ST,2013-04-23,63.03,2013-05-17,70.45,24,0.11772468439583372,0.21889322175075446,rotate
A,ADDT-B.ST,2013-04-23,13.05,2013-05-17,14.29,24,0.09512761800714564,0.21889322175075443,rotate
A,SEB-A.ST,2013-04-23,30.74,2013-05-17,34.48,24,0.12177973320854174,0.2147849462846343,rotate
A,SCA-B.ST,2013-04-23,18.01,2013-06-10,18.27,48,0.014414390180333747,0.21889322175075446,6wk-exit
A,WALL-B.ST,2013-05-17,19.63,2013-06-10,18.25,24,-0.07048920378195556,0.2370701500471596,rotate
A,KINV-B.ST,2013-05-17,69.75,2013-07-01,69.16,45,-0.008542041694202362,0.2370701500471596,6wk-exit
A,TREL-B.ST,2013-05-17,75.96,2013-07-01,77.01,45,0.013944290338237186,0.2370701500471596,6wk-exit
A,ELUX-B.ST,2013-05-17,119.09,2013-07-01,108.25,45,-0.09095782241693395,0.23707015004715962,6wk-exit
A,AZN.ST,2013-05-17,318.42,2013-07-01,296.09,45,-0.07011899298938495,0.23707015004715956,6wk-exit
A,ADDT-B.ST,2013-06-10,13.96,2013-07-01,13.6,21,-0.02603030623061897,0.23068503457827366,rotate
A,BALD-B.ST,2013-06-10,8.33,2013-07-22,8.75,42,0.05000004005432279,0.21534571506069722,6wk-exit
A,SCA-B.ST,2013-07-01,18.31,2013-07-22,18.6,21,0.015948059160330486,0.22338126883835363,rotate
A,HEXA-B.ST,2013-07-01,25.03,2013-07-22,26.91,21,0.0747664740563514,0.22338126883835363,rotate
A,NDA-SE.ST,2013-07-01,70.8,2013-07-22,75.09,21,0.0606258715513881,0.22338126883835363,rotate
A,HPOL-B.ST,2013-07-01,27.63,2013-08-12,30.12,42,0.08986182765146356,0.22338126883835363,6wk-exit
A,GETI-B.ST,2013-07-01,112.94,2013-08-12,132.51,42,0.17325547274852515,0.2233812688383536,6wk-exit
A,SWED-A.ST,2013-07-22,64.11,2013-08-12,66.74,21,0.04096228721652828,0.21868287796937974,rotate
A,TREL-B.ST,2013-07-22,83.07,2013-09-02,87.3,42,0.051002079132688394,0.24048609335893031,6wk-exit
A,KINV-B.ST,2013-07-22,76.27,2013-09-02,85.48,42,0.12083328081513045,0.24048609335893034,6wk-exit
A,ASSA-B.ST,2013-07-22,77.98,2013-09-02,77.12,42,-0.01105349290238744,0.24048609335893034,6wk-exit
A,ELUX-B.ST,2013-08-12,117.87,2013-09-02,114.37,21,-0.029729825942198196,0.2394321103079712,rotate
A,ADDT-B.ST,2013-08-12,15.87,2013-09-23,18.2,42,0.14694268758479212,0.24526381408621326,6wk-exit
A,SKF-B.ST,2013-08-12,118.08,2013-09-23,121.44,42,0.028523525059012567,0.24526381408621326,6wk-exit
A,GETI-B.ST,2013-09-02,128.21,2013-09-23,129.65,21,0.011177963402773772,0.24921128839789364,rotate
A,HOLM-B.ST,2013-09-02,65.1,2013-09-23,69.02,21,0.06019723426696366,0.24921128839789364,rotate
A,SECU-B.ST,2013-09-02,39.83,2013-10-14,40.61,42,0.019580193735077467,0.24921128839789364,6wk-exit
A,NIBE-B.ST,2013-09-02,6.49,2013-10-14,6.67,42,0.02868850892101671,0.2404469121844112,6wk-exit
A,BOL.ST,2013-09-23,64.98,2013-10-14,58.57,21,-0.09870383156467111,0.25663269239531267,rotate
A,LATO-B.ST,2013-09-23,32.37,2013-10-14,30.26,21,-0.06525674845197904,0.25663269239531267,rotate
A,KINV-B.ST,2013-09-23,89.42,2013-11-04,96.17,42,0.07552200121912334,0.25663269239531267,6wk-exit
A,HUSQ-B.ST,2013-09-23,29.22,2013-11-04,26.74,42,-0.0850259870663479,0.25663269239531267,6wk-exit
A,ADDT-B.ST,2013-10-14,18.33,2013-11-25,18.54,42,0.011945315938811207,0.2487751179515522,6wk-exit
A,HM-B.ST,2013-10-14,163.01,2013-11-25,167.1,42,0.025083015334879777,0.2487751179515522,6wk-exit
A,ATCO-B.ST,2013-10-14,22.69,2013-11-25,22.17,42,-0.023202126051851124,0.24877511795155222,6wk-exit
A,HOLM-B.ST,2013-10-14,70.54,2013-11-25,78.78,42,0.11685824107020504,0.24066169579757415,6wk-exit
A,NIBE-B.ST,2013-11-04,6.6,2013-11-25,7.8,21,0.18291681580497965,0.25031272443770236,rotate
