date,ticker,order,gross,outcome,net
2023-11-17,ABB.ST,0,-0.0032233767228282417,EOD,-0.0071233767228282415
2023-11-20,ABB.ST,0,-0.007699965366415262,STOP,-0.011599965366415263
2023-11-21,ABB.ST,1,0.002763140132255204,EOD,-0.0011368598677447958
2023-11-22,ABB.ST,0,0.001242544750456931,EOD,-0.002657455249543069
2023-11-24,ABB.ST,0,-0.0004952493697341076,EOD,-0.004395249369734107
2023-11-29,ABB.ST,0,0.0017374341465270504,EOD,-0.0021625658534729494
2023-11-30,ABB.ST,0,0.009194334436928076,EOD,0.005294334436928076
2023-12-01,ABB.ST,0,-0.0026122205831676792,EOD,-0.006512220583167679
2023-12-05,ABB.ST,0,0.011444965141634178,EOD,0.007544965141634178
2023-12-06,ABB.ST,4,-0.0028208314684299296,EOD,-0.006720831468429929
2023-12-07,ABB.ST,0,-0.005885122579660673,STOP,-0.009785122579660674
2023-12-08,ABB.ST,0,0.011339519132928855,EOD,0.007439519132928855
2023-12-11,ABB.ST,0,0.020299856500504587,EOD,0.016399856500504587
2023-12-12,ABB.ST,5,-0.00519419118422404,EOD,-0.00909419118422404
2023-12-13,ABB.ST,1,-0.0051824872830814606,STOP,-0.009082487283081461
2023-12-15,ABB.ST,1,-0.007384175068333332,STOP,-0.011284175068333333
2023-12-18,ABB.ST,0,-0.006527107756382988,STOP,-0.010427107756382989
2023-12-19,ABB.ST,1,0.00045149482399819973,EOD,-0.0034485051760018
2023-12-27,ABB.ST,0,0.000456648874500587,EOD,-0.003443351125499413
2023-12-29,ABB.ST,0,0.007907817333336009,EOD,0.004007817333336009
2024-01-04,ABB.ST,1,0.00022815057770975145,EOD,-0.0036718494222902484
2024-01-10,ABB.ST,0,-0.004569339602974454,STOP,-0.008469339602974454
2024-01-12,ABB.ST,0,-0.0020380296287255684,EOD,-0.005938029628725568
2024-01-16,ABB.ST,0,-0.0018194639261692735,EOD,-0.005719463926169273
2024-01-17,ABB.ST,0,-0.0018319631055279118,EOD,-0.005731963105527912
2024-01-18,ABB.ST,2,0.010991499104179514,EOD,0.007091499104179514
2024-01-22,ABB.ST,0,0.0018428651963160458,EOD,-0.002057134803683954
2024-01-25,ABB.ST,4,0.0006829463211555087,EOD,-0.003217053678844491
2024-01-26,ABB.ST,0,0.006805807810977171,EOD,0.0029058078109771715
2024-01-29,ABB.ST,0,0.0040332026882821115,EOD,0.00013320268828211166
2024-02-01,ABB.ST,4,-0.011386056641211506,EOD,-0.015286056641211507
2024-02-02,ABB.ST,6,-0.001746383540466745,EOD,-0.005646383540466745
2024-02-07,ABB.ST,3,-0.0015370700457502107,EOD,-0.0054370700457502105
2024-02-08,ABB.ST,0,-0.0004374720071982363,EOD,-0.004337472007198236
2024-02-14,ABB.ST,0,0.008273499698544962,EOD,0.004373499698544962
2024-02-16,ABB.ST,0,0.008275036102431743,EOD,0.004375036102431743
2024-02-19,ABB.ST,0,0.004457665201248462,EOD,0.0005576652012484621
2024-02-20,ABB.ST,6,-0.004439759204049931,STOP,-0.008339759204049932
2024-02-21,ABB.ST,0,-0.006967943978078428,STOP,-0.010867943978078429
2024-02-22,ABB.ST,5,-0.0010460251046024993,EOD,-0.004946025104602499
2024-02-23,ABB.ST,2,0.007235569143747123,EOD,0.0033355691437471227
2024-02-26,ABB.ST,4,-0.0014789387439395618,EOD,-0.005378938743939562
2024-02-27,ABB.ST,0,-0.004441572842969421,STOP,-0.008341572842969422
2024-02-28,ABB.ST,0,-0.000210894350361146,EOD,-0.004110894350361146
2024-02-29,ABB.ST,1,0.004828927922514659,EOD,0.0009289279225146588
2024-03-04,ABB.ST,0,-0.00545074654825084,STOP,-0.00935074654825084
2024-03-05,ABB.ST,1,-0.003966584335040491,STOP,-0.007866584335040491
2024-03-06,ABB.ST,1,-0.006112972035824171,STOP,-0.010012972035824172
2024-03-07,ABB.ST,0,0.001052410005423221,EOD,-0.0028475899945767788
2024-03-08,ABB.ST,1,-0.001046462981946883,EOD,-0.004946462981946883
2024-03-11,ABB.ST,2,0.003570639923670793,EOD,-0.00032936007632920674
2024-03-12,ABB.ST,5,0.009587341018233886,EOD,0.005687341018233886
2024-03-13,ABB.ST,1,0.007192766042126708,EOD,0.0032927660421267083
2024-03-14,ABB.ST,0,-0.002820862242431499,EOD,-0.006720862242431499
2024-03-15,ABB.ST,5,0.0014098936697508613,EOD,-0.0024901063302491385
2024-03-18,ABB.ST,1,0.001606401190700213,EOD,-0.002293598809299787
2024-03-19,ABB.ST,0,-0.007410338033069008,STOP,-0.011310338033069009
2024-03-20,ABB.ST,0,0.0006034757378503564,EOD,-0.0032965242621496435
2024-03-22,ABB.ST,6,0.0043877387989865735,EOD,0.00048773879898657366
2024-03-26,ABB.ST,0,0.003039513677811634,EOD,-0.000860486322188366
2024-03-27,ABB.ST,3,0.0004024390483525764,EOD,-0.0034975609516474234
2024-03-28,ABB.ST,0,-0.006033789071490991,STOP,-0.009933789071490992
2024-04-03,ABB.ST,0,-0.007468675282677251,STOP,-0.011368675282677251
2024-04-04,ABB.ST,0,-0.005868118863679106,STOP,-0.009768118863679107
2024-04-05,ABB.ST,7,0.00020272877760052488,EOD,-0.003697271222399475
2024-04-09,ABB.ST,3,-0.005885984051577253,STOP,-0.009785984051577254
2024-04-10,ABB.ST,5,-0.008888876558554304,STOP,-0.012788876558554305
2024-04-15,ABB.ST,0,0.002796631800669358,EOD,-0.0011033681993306418
2024-04-16,ABB.ST,0,-0.0056090109015976,EOD,-0.0095090109015976
2024-04-17,ABB.ST,0,0.0007977540912513792,EOD,-0.0031022459087486206
2024-04-19,ABB.ST,1,0.009039525033839535,EOD,0.005139525033839535
2024-04-23,ABB.ST,1,-0.003016660157324269,EOD,-0.006916660157324269
2024-04-24,ABB.ST,0,0.0007524914078891332,EOD,-0.0031475085921108667
2024-04-25,ABB.ST,2,0.0015054342420304234,EOD,-0.0023945657579695764
2024-04-26,ABB.ST,0,0.010490889376463697,EOD,0.006590889376463697
2024-04-29,ABB.ST,5,0.0007366932119015068,EOD,-0.003163306788098493
2024-05-03,ABB.ST,4,-0.0025964843886631117,EOD,-0.0064964843886631115
2024-05-06,ABB.ST,0,0.0022189575335025413,EOD,-0.0016810424664974585
2024-05-07,ABB.ST,0,-0.006245452354124992,STOP,-0.010145452354124992
2024-05-08,ABB.ST,0,-0.00035960482315988695,EOD,-0.004259604823159887
2024-05-10,ABB.ST,0,-0.0014194248183511116,EOD,-0.005319424818351111
2024-05-13,ABB.ST,0,0.006718615615547652,EOD,0.002818615615547652
2024-05-21,ABB.ST,0,0.0070997512010404495,EOD,0.0031997512010404497
2024-05-23,ABB.ST,1,0.005948258501196069,EOD,0.002048258501196069
2024-05-27,ABB.ST,0,0.0038194656372070312,EOD,-8.053436279296857e-05
2024-05-28,ABB.ST,0,-0.004147880193869469,STOP,-0.00804788019386947
2024-05-29,ABB.ST,0,-0.00034760548930268254,EOD,-0.004247605489302682
2024-05-30,ABB.ST,5,-0.0006918443542323072,EOD,-0.004591844354232307
2024-06-03,ABB.ST,0,-0.01100795346631167,STOP,-0.014907953466311671
2024-06-04,ABB.ST,3,-0.0024205123702765174,EOD,-0.006320512370276517
2024-06-05,ABB.ST,0,0.00449045869764686,EOD,0.0005904586976468599
2024-06-07,ABB.ST,5,0.0037325264349319376,EOD,-0.00016747356506806223
2024-06-12,ABB.ST,0,0.008119059022089203,EOD,0.0042190590220892036
2024-06-18,ABB.ST,1,0.005664717277169107,EOD,0.001764717277169107
2024-06-20,ABB.ST,0,-0.00432176810413798,EOD,-0.00822176810413798
2024-06-24,ABB.ST,1,-0.007094615214579769,EOD,-0.01099461521457977
2024-06-25,ABB.ST,6,-0.0020534088927091076,EOD,-0.0059534088927091075
2024-07-01,ABB.ST,7,0.0,EOD,-0.0039
2024-07-03,ABB.ST,1,-0.006793478401712294,STOP,-0.010693478401712295
2024-07-04,ABB.ST,0,0.00340136054421758,EOD,-0.00049863945578242
2024-07-05,ABB.ST,1,-0.0060748831155080785,STOP,-0.00997488311550808
2024-07-08,ABB.ST,0,0.00682826917608903,EOD,0.0029282691760890303
2024-07-09,ABB.ST,0,-0.0030497928765500504,EOD,-0.00694979287655005
2024-07-10,ABB.ST,7,0.0016954900317003307,EOD,-0.002204509968299669
2024-07-11,ABB.ST,0,0.00201818408392751,EOD,-0.0018818159160724898
2024-07-12,ABB.ST,0,0.02004677662783716,EOD,0.01614677662783716
2024-07-15,ABB.ST,0,-0.00876627339945213,STOP,-0.01266627339945213
2024-07-16,ABB.ST,1,0.005240767007827829,EOD,0.0013407670078278292
2024-07-18,ABB.ST,5,-0.005163511187607606,EOD,-0.009063511187607606
2024-07-19,ABB.ST,0,0.0,EOD,-0.0039
2024-07-22,ABB.ST,0,0.004799430366464019,EOD,0.0008994303664640194
2024-07-23,ABB.ST,0,0.005733599349177831,EOD,0.0018335993491778316
2024-07-24,ABB.ST,1,-0.01270898927414299,STOP,-0.01660898927414299
2024-07-26,ABB.ST,0,0.014796929465435094,EOD,0.010896929465435093
2024-07-30,ABB.ST,2,-0.0023809939014668435,EOD,-0.006280993901466843
2024-07-31,ABB.ST,0,-0.007080263183752988,STOP,-0.010980263183752989
2024-08-05,ABB.ST,0,0.0003700058527786876,EOD,-0.0035299941472213122
2024-08-07,ABB.ST,0,-0.007746241446832558,STOP,-0.011646241446832559
2024-08-08,ABB.ST,1,0.015515262283183784,EOD,0.011615262283183783
2024-08-09,ABB.ST,0,-0.0036205646480943487,EOD,-0.007520564648094349
2024-08-12,ABB.ST,2,0.0003618165908971793,EOD,-0.0035381834091028205
2024-08-13,ABB.ST,1,-0.007168458781361964,STOP,-0.011068458781361964
2024-08-15,ABB.ST,4,-0.00565573042783829,STOP,-0.009555730427838291
2024-08-16,ABB.ST,0,-0.002442471012294445,EOD,-0.006342471012294445
2024-08-19,ABB.ST,0,0.001047915904082597,EOD,-0.002852084095917403
2024-08-21,ABB.ST,1,-0.0020906136010997445,EOD,-0.005990613601099744
2024-08-22,ABB.ST,0,0.001735508467224145,EOD,-0.002164491532775855
2024-08-23,ABB.ST,0,-0.005886363439432607,EOD,-0.009786363439432608
2024-08-26,ABB.ST,0,0.0,EOD,-0.0039
2024-08-27,ABB.ST,0,-0.0027738828359888945,STOP,-0.006673882835988894
2024-08-28,ABB.ST,0,0.0017277125450765318,EOD,-0.002172287454923468
2024-08-29,ABB.ST,1,0.0044719220446503005,EOD,0.0005719220446503007
2024-08-30,ABB.ST,0,0.004104009001641984,EOD,0.00020400900164198408
2024-09-02,ABB.ST,6,0.003058187058762707,EOD,-0.0008418129412372929
2024-09-03,ABB.ST,0,-0.006072833434663916,STOP,-0.009972833434663916
2024-09-04,ABB.ST,0,0.0,EOD,-0.0039
2024-09-06,ABB.ST,4,-0.010702818874954168,STOP,-0.014602818874954168
2024-09-09,ABB.ST,0,0.00035488327838084643,EOD,-0.0035451167216191534
2024-09-10,ABB.ST,0,-0.005629859376466428,EOD,-0.009529859376466429
2024-09-16,ABB.ST,0,-0.0003527552152227109,EOD,-0.004252755215222711
2024-09-17,ABB.ST,0,0.009824518571820207,EOD,0.005924518571820207
2024-09-19,ABB.ST,1,0.007248793570767242,EOD,0.0033487935707672426
2024-09-23,ABB.ST,0,-0.0017265193006290591,EOD,-0.005626519300629059
2024-09-25,ABB.ST,0,0.015363605646200096,EOD,0.011463605646200095
2024-09-26,ABB.ST,1,-0.003659368200866986,EOD,-0.007559368200866986
2024-10-01,ABB.ST,0,-0.00335008375209378,EOD,-0.00725008375209378
2024-10-02,ABB.ST,0,-0.004995005198049185,STOP,-0.008895005198049186
2024-10-04,ABB.ST,4,0.004058104970969589,EOD,0.0001581049709695895
2024-10-08,ABB.ST,1,0.007417335280449411,EOD,0.003517335280449411
2024-10-09,ABB.ST,2,0.00600596503054307,EOD,0.0021059650305430703
2024-10-11,ABB.ST,1,0.0026640637464774297,EOD,-0.00123593625352257
2024-10-14,ABB.ST,0,-0.0019665883038758603,EOD,-0.00586658830387586
2024-10-16,ABB.ST,3,0.001677289465825682,EOD,-0.0022227105341743178
2024-10-17,ABB.ST,2,-0.000980131671233675,EOD,-0.004880131671233675
2024-10-18,ABB.ST,0,-0.009878168848919566,STOP,-0.013778168848919567
2024-10-21,ABB.ST,0,-0.008278145695364225,STOP,-0.012178145695364226
2024-10-24,ABB.ST,0,-0.003035392568244144,EOD,-0.006935392568244144
2024-10-25,ABB.ST,0,0.002697194121734192,EOD,-0.0012028058782658077
2024-10-28,ABB.ST,3,-0.005679858866646681,STOP,-0.009579858866646682
2024-10-31,ABB.ST,0,-0.005723946825021087,STOP,-0.009623946825021087
2024-11-01,ABB.ST,1,0.0016784156100846381,EOD,-0.0022215843899153617
2024-11-04,ABB.ST,0,-0.0016688918218087379,EOD,-0.005568891821808738
2024-11-05,ABB.ST,0,0.017970029605605342,EOD,0.014070029605605341
2024-11-06,ABB.ST,0,-0.019110294079685675,STOP,-0.023010294079685675
2024-11-07,ABB.ST,2,-0.009006072203079585,EOD,-0.012906072203079585
2024-11-11,ABB.ST,4,-0.004137550159260539,EOD,-0.00803755015926054
2024-11-13,ABB.ST,0,-0.00424832612081294,STOP,-0.00814832612081294
2024-11-14,ABB.ST,0,-0.002254467655495196,EOD,-0.006154467655495196
2024-11-15,ABB.ST,0,-0.007744414145700262,EOD,-0.011644414145700263
2024-11-20,ABB.ST,0,-0.0058536188389227695,STOP,-0.00975361883892277
2024-11-21,ABB.ST,2,0.009464732226672767,EOD,0.0055647322266727675
2024-11-22,ABB.ST,0,-0.007694754547769911,STOP,-0.011594754547769912
2024-11-26,ABB.ST,0,-0.004878048780487809,STOP,-0.00877804878048781
2024-11-28,ABB.ST,0,-0.0029363585529669223,EOD,-0.006836358552966922
2024-11-29,ABB.ST,6,-0.0012895693047088042,EOD,-0.005189569304708804
2024-12-02,ABB.ST,1,0.009572431583999563,EOD,0.0056724315839995635
2024-12-03,ABB.ST,4,0.0003140895271127597,EOD,-0.00358591047288724
2024-12-04,ABB.ST,0,0.002178009397401315,EOD,-0.001721990602598685
2024-12-06,ABB.ST,0,0.008730862757688973,EOD,0.004830862757688973
2024-12-11,ABB.ST,0,0.007495296080540559,EOD,0.003595296080540559
2024-12-16,ABB.ST,0,-0.005971163862892204,STOP,-0.009871163862892204
2024-12-17,ABB.ST,0,0.00031518153244025626,EOD,-0.0035848184675597436
2024-12-18,ABB.ST,0,-0.0034612197236900677,STOP,-0.0073612197236900675
2024-12-20,ABB.ST,5,0.010716616289498049,EOD,0.006816616289498049
2024-12-23,ABB.ST,0,0.0016550810655351356,EOD,-0.0022449189344648643
2024-12-27,ABB.ST,0,-0.004290388755672447,STOP,-0.008190388755672448
2025-01-08,ABB.ST,0,-0.0016339869281045694,EOD,-0.005533986928104569
2025-01-09,ABB.ST,2,-0.0016350556571588237,EOD,-0.0055350556571588235
2025-01-13,ABB.ST,6,-0.005993965588202754,EOD,-0.009893965588202755
2025-01-14,ABB.ST,4,-0.010589053864230147,STOP,-0.014489053864230148
2025-01-15,ABB.ST,2,0.01067026432863405,EOD,0.0067702643286340495
2025-01-16,ABB.ST,5,-0.005247642294341381,EOD,-0.009147642294341382
2025-01-17,ABB.ST,0,0.00064781885826104,EOD,-0.00325218114173896
2025-01-20,ABB.ST,0,-0.006435006687748768,STOP,-0.010335006687748768
2025-01-21,ABB.ST,2,0.008376308487888284,EOD,0.0044763084878882845
2025-01-22,ABB.ST,0,0.01816479339895105,EOD,0.01426479339895105
2025-01-31,ABB.ST,0,-0.004916420747271499,EOD,-0.0088164207472715
2025-02-03,ABB.ST,1,-0.0006700576449958362,EOD,-0.004570057644995836
2025-02-04,ABB.ST,1,0.002686428285225695,EOD,-0.001213571714774305
2025-02-06,ABB.ST,0,0.001680672268907557,EOD,-0.0022193277310924428
2025-02-07,ABB.ST,2,-0.00533157637778825,EOD,-0.00923157637778825
2025-02-10,ABB.ST,4,0.00033358552507634087,EOD,-0.003566414474923659
2025-02-11,ABB.ST,0,-0.002982087252772714,EOD,-0.006882087252772714
2025-02-12,ABB.ST,0,-0.009907530121999741,STOP,-0.013807530121999742
2025-02-13,ABB.ST,5,-0.001960163644402879,EOD,-0.005860163644402879
2025-02-14,ABB.ST,0,-0.0013128467280489886,EOD,-0.005212846728048988
2025-02-17,ABB.ST,0,0.006849334839238663,EOD,0.0029493348392386634
2025-02-18,ABB.ST,0,0.01683396668752879,EOD,0.012933966687528789
2025-02-20,ABB.ST,1,-0.011753436572197296,STOP,-0.015653436572197296
2025-02-25,ABB.ST,0,-0.009152583752648269,STOP,-0.01305258375264827
2025-02-27,ABB.ST,0,-0.00881656886174187,STOP,-0.01271656886174187
2025-03-03,ABB.ST,2,-0.00929436215845525,STOP,-0.01319436215845525
2025-03-05,ABB.ST,0,-0.011200602276181804,STOP,-0.015100602276181804
2025-03-07,ABB.ST,0,0.006403371589774665,EOD,0.0025033715897746648
2025-03-11,ABB.ST,0,-0.005704121581160848,EOD,-0.009604121581160849
2025-03-12,ABB.ST,1,-0.007431019314084519,STOP,-0.01133101931408452
2025-03-13,ABB.ST,0,-0.013844601508913756,STOP,-0.017744601508913757
2025-03-14,ABB.ST,1,0.004654559138436154,EOD,0.0007545591384361542
2025-03-17,ABB.ST,1,0.0031903363240415317,EOD,-0.0007096636759584682
2025-03-18,ABB.ST,2,-0.009113128977152996,STOP,-0.013013128977152996
2025-03-19,ABB.ST,0,0.023028632110816405,EOD,0.019128632110816404
2025-04-01,ABB.ST,0,-0.00616572679582128,STOP,-0.010065726795821281
2025-04-07,ABB.ST,0,0.004150337406565674,EOD,0.00025033740656567414
2025-04-08,ABB.ST,1,0.008172660931937248,EOD,0.004272660931937248
2025-04-15,ABB.ST,0,0.008208220427458723,EOD,0.0043082204274587236
2025-04-23,ABB.ST,0,-0.006860358867256,EOD,-0.010760358867256
2025-04-25,ABB.ST,1,0.005976095617529875,EOD,0.0020760956175298753
2025-04-28,ABB.ST,5,-0.0011857828132719739,EOD,-0.005085782813271974
2025-04-30,ABB.ST,0,-0.012088795144136855,STOP,-0.015988795144136855
2025-05-02,ABB.ST,3,0.004198496578303956,EOD,0.00029849657830395646
2025-05-05,ABB.ST,0,0.008371431922456596,EOD,0.004471431922456596
2025-05-07,ABB.ST,1,0.0007715342593941354,EOD,-0.0031284657406058644
2025-05-08,ABB.ST,0,-0.004905614313089668,EOD,-0.008805614313089669
2025-05-12,ABB.ST,0,0.001479927606836906,EOD,-0.0024200723931630938
2025-05-14,ABB.ST,5,-0.001461543281773503,EOD,-0.005361543281773503
2025-05-15,ABB.ST,0,0.01611719376001597,EOD,0.012217193760015968
2025-05-19,ABB.ST,7,0.00036196807211785753,EOD,-0.0035380319278821423
2025-05-20,ABB.ST,0,0.004698184805268735,EOD,0.0007981848052687349
2025-05-22,ABB.ST,0,-0.006197527397398983,STOP,-0.010097527397398984
2025-05-26,ABB.ST,2,-0.004723903535181817,STOP,-0.008623903535181818
2025-05-27,ABB.ST,0,0.011260465822638954,EOD,0.007360465822638954
2025-05-28,ABB.ST,0,-0.00789089593177017,STOP,-0.01179089593177017
2025-05-30,ABB.ST,0,-0.015936232521612914,STOP,-0.019836232521612915
2025-06-02,ABB.ST,7,-0.0036995932118425445,EOD,-0.007599593211842544
2025-06-03,ABB.ST,5,0.003680529830959456,EOD,-0.00021947016904054397
2025-06-04,ABB.ST,0,0.005828801834300901,EOD,0.0019288018343009009
2025-06-05,ABB.ST,0,-0.005757488804089772,EOD,-0.009657488804089773
2025-06-09,ABB.ST,0,-0.0010818168271710116,EOD,-0.004981816827171011
2025-06-10,ABB.ST,0,-0.0007168896309364126,EOD,-0.004616889630936412
2025-06-11,ABB.ST,0,-0.00750527404415513,STOP,-0.011405274044155131
2025-06-12,ABB.ST,4,0.009458007134385937,EOD,0.0055580071343859375
2025-06-13,ABB.ST,0,-0.005351409437477028,EOD,-0.009251409437477029
2025-06-16,ABB.ST,0,0.012464388006243388,EOD,0.008564388006243387
2025-06-17,ABB.ST,0,-0.01318137529791874,STOP,-0.01708137529791874
2025-06-18,ABB.ST,0,-0.005359056922862093,STOP,-0.009259056922862094
2025-06-19,ABB.ST,0,0.0025225665118242535,EOD,-0.0013774334881757463
2025-06-26,ABB.ST,0,-0.005893208484403778,STOP,-0.009793208484403779
2025-06-27,ABB.ST,1,0.016863945043395834,EOD,0.012963945043395833
2025-07-02,ABB.ST,0,0.009625711968025863,EOD,0.005725711968025863
2025-07-03,ABB.ST,0,-0.006302584986270787,STOP,-0.010202584986270788
2025-07-09,ABB.ST,0,0.003551136286667589,EOD,-0.00034886371333241097
2025-07-10,ABB.ST,0,0.0017476406477918704,EOD,-0.0021523593522081294
2025-07-14,ABB.ST,0,0.007027406736149322,EOD,0.003127406736149322
2025-07-15,ABB.ST,0,0.0034423407917383297,EOD,-0.0004576592082616701
2025-07-16,ABB.ST,3,-0.006842285609045429,STOP,-0.01074228560904543
2025-07-17,ABB.ST,5,0.010580373116782171,EOD,0.0066803731167821715
2025-07-21,ABB.ST,0,-0.009360374414976613,STOP,-0.013260374414976614
2025-07-23,ABB.ST,0,0.006696447903838498,EOD,0.0027964479038384985
2025-07-24,ABB.ST,0,-0.008077061673855579,STOP,-0.01197706167385558
2025-07-25,ABB.ST,4,-0.0018808968762245026,EOD,-0.0057808968762245025
2025-07-29,ABB.ST,0,-0.005322422423101436,STOP,-0.009222422423101437
2025-07-30,ABB.ST,0,0.0034418212844442575,EOD,-0.0004581787155557423
2025-08-04,ABB.ST,0,0.0022117289321681444,EOD,-0.0016882710678318555
2025-08-07,ABB.ST,0,-0.00031607492239194013,EOD,-0.00421607492239194
2025-08-08,ABB.ST,0,0.004094449741633754,EOD,0.0001944497416337546
2025-08-12,ABB.ST,0,0.0031328319603929344,EOD,-0.0007671680396070654
2025-08-13,ABB.ST,0,-0.005581357497577488,STOP,-0.009481357497577489
2025-08-14,ABB.ST,7,-0.0009336688589046682,EOD,-0.004833668858904668
2025-08-19,ABB.ST,4,0.005937480926513583,EOD,0.0020374809265135832
2025-08-20,ABB.ST,0,-0.00467144182960999,EOD,-0.008571441829609991
2025-08-22,ABB.ST,0,0.010695168171634073,EOD,0.006795168171634073
2025-08-25,ABB.ST,2,-0.0024976204291516924,EOD,-0.006397620429151692
2025-08-26,ABB.ST,4,0.0015566624564065101,EOD,-0.0023433375435934897
2025-09-03,ABB.ST,0,-0.00031808557715351515,EOD,-0.004218085577153515
2025-09-04,ABB.ST,0,0.005584915850828764,EOD,0.0016849158508287646
2025-09-05,ABB.ST,5,-0.007368818925732601,STOP,-0.011268818925732602
2025-09-08,ABB.ST,4,0.004879555148819881,EOD,0.000979555148819881
2025-09-11,ABB.ST,2,0.0,EOD,-0.0039
2025-09-12,ABB.ST,5,-0.0020977290423260797,EOD,-0.0059977290423260795
2025-09-16,ABB.ST,0,-0.006304431297017188,STOP,-0.010204431297017189
2025-09-18,ABB.ST,0,-0.0033251983873285873,EOD,-0.007225198387328587
2025-09-19,ABB.ST,0,0.0,EOD,-0.0039
2025-09-22,ABB.ST,0,0.0017991187511712248,EOD,-0.002100881248828775
2025-09-24,ABB.ST,0,-0.008026105048872134,STOP,-0.011926105048872135
2025-09-26,ABB.ST,0,-0.002088341830366325,EOD,-0.005988341830366325
2025-09-29,ABB.ST,1,-0.003846117730676779,EOD,-0.007746117730676779
2025-09-30,ABB.ST,0,-0.006211198064494217,STOP,-0.010111198064494217
2025-10-01,ABB.ST,1,0.0017783228048893207,EOD,-0.002121677195110679
2025-10-02,ABB.ST,1,0.003496450019731423,EOD,-0.0004035499802685768
2025-10-03,ABB.ST,0,-0.005467608335206875,STOP,-0.009367608335206876
2025-10-06,ABB.ST,1,0.0005757403872921341,EOD,-0.0033242596127078658
2025-10-07,ABB.ST,1,-0.005480312509847596,STOP,-0.009380312509847596
