config,median_hold,mean_hold,trades_yr,fees,monthly,cagr,sharpe,max_dd
CHAMPION mom12 buf4,6.0,7.820422535211268,26.456740442655935,48581.47185367728,2919.3194971930693,0.1552953736303897,0.8540706380533057,-0.287256839992738
mom6  buf0,2.0,2.8034825870646767,73.44997511199601,81531.52752340218,1216.9362144776753,0.09098908701086761,0.5834530990155826,-0.2405949134464781
mom4  buf0,2.0,2.306205493387589,89.41015625,79986.2827852249,493.0052981209659,0.04658533412851251,0.34798858626788304,-0.3948637769654463
mom4  buf1,2.0,2.7579075425790753,74.82552083333333,72299.06142039725,817.9084716486431,0.06875511166886605,0.46569409388222427,-0.40028608191581727
mom3  buf0,2.0,2.0495495495495497,100.73991086902699,87293.2325288429,261.7401103577321,0.027325975233584154,0.24307624720128648,-0.28598442826670745
mom6  buf0 cap3w,2.0,2.0332434860736748,101.53913638626182,97217.30361694617,691.3284533734009,0.06072014280390503,0.43065160212104453,-0.24844235221312083
mom4  buf0 cap2w,2.0,1.5655172413793104,131.71465773809524,113269.37986965179,-114.21007719988386,-0.014750164943666544,0.0006719047088541622,-0.4714697447475381
mom8  buf2,3.0,4.540322580645161,45.61063936063936,61276.68775657369,1393.4194603120686,0.09965075372291854,0.5958418201470479,-0.24816807686986841
