top_n,mom_w,reb_w,buf,stop,final,cagr,sharpe,max_dd,monthly,fees,trades,buys,stops,exits
8,8,1,4,0.1,215902.33697696304,0.07273236134646854,0.5260307671028213,-0.2529761693708449,881.0632821519262,48781.69381241226,1250,629,40,581
8,12,4,8,0.1,215035.24940833283,0.07286619530501115,0.5293836488858136,-0.3127761275523002,880.6301317570751,21426.16650906372,548,278,59,211
8,8,4,0,0.1,215047.66389016347,0.0723442890161452,0.5181061145815775,-0.26241144121605176,874.5662511630496,40750.39384527969,1044,526,63,455
6,26,2,0,0.15,211149.10203787233,0.07293023835009937,0.4955021140914092,-0.314802761009328,872.3828760386125,34734.48369172669,882,444,14,424
8,12,4,8,0.15,213136.02659553528,0.0719922108875739,0.5121533396751106,-0.2908809170507125,866.0909983655948,20799.754476127622,532,270,30,232
8,8,1,4,0.15,213259.63630274008,0.07152786404515687,0.5197311867948996,-0.25295429735707275,860.9740709202425,48622.50638124275,1246,627,7,612
4,26,1,4,0.15,209586.9261298026,0.07218007772934643,0.46589215398054434,-0.33372791055800854,860.1217287457108,22277.42760707475,476,240,7,229
4,26,1,4,0.1,209073.92057431498,0.07193262630033948,0.4645517899611435,-0.33178433510927197,856.095270108487,22515.7490481062,480,242,23,215
8,26,1,4,0.1,207725.93401825713,0.07127978572561933,0.5228076573464909,-0.27839891035538533,845.5152441157044,35731.21791064453,916,462,39,415
8,26,1,4,0.15,207165.46207463075,0.07100721464065796,0.5211580566523363,-0.2781350625052965,841.1162330831803,35341.042040473934,906,457,10,439
6,8,1,0,0.15,202095.93262900363,0.06628512947723153,0.4740059927113767,-0.26063749617907794,776.1101272216029,75129.59827958107,1908,957,8,943
6,8,1,0,0.1,201414.6448151512,0.06595672525939533,0.4719482053956308,-0.26073268137717454,770.9311317585326,75335.57165747452,1914,960,34,920
8,26,2,0,0.15,183120.99206713104,0.058634466974541555,0.44051192565774716,-0.3263323696227656,652.3969046011606,41119.98826810456,1054,531,18,505
8,26,2,0,0.1,181569.17496279144,0.057786256748805886,0.43622043961680906,-0.3176841323255213,640.2170610959166,41431.98826810456,1062,535,50,477
8,8,1,0,0.15,170301.23826885223,0.04976474608485493,0.393395557735601,-0.29208598477239633,534.4140708811663,83226.0,2134,1071,7,1056
8,8,1,0,0.1,169951.08610153198,0.04956767031223119,0.39192440463371314,-0.29309267727124455,531.7522935103347,83616.0,2144,1076,35,1033
8,26,1,0,0.15,159642.75635433197,0.04504174475264677,0.3621755400675607,-0.289386038143187,468.12181447523966,62790.44599914551,1610,809,7,794
8,26,1,0,0.1,159559.09202098846,0.044990149433803195,0.3618235416187687,-0.2894070256060062,467.46515301414036,62946.44599914551,1614,811,34,769
